name,country,state,address,reg_no,product_codes,device_names,device_class,specialty,k_numbers,source
"ANGSTROM MFG., INC.",US,MO,4 Trautman Industrial Court Sainte Genevieve MO US 63670,3003610374,EGS; FXX; EHZ; EKX; LXH; GEX,Handpiece; Contra- And Right-Angle Attachment; Dental; Mask; Surgical; Evacuator; Oral Cavity; Direct Drive; Ac-Powered; Orthopedic Manual Surgical Instrument; Powered Laser Surgical Instrument,1; 2,"Dental; General, Plastic Surgery; Orthopedic",K103158; K923980; K103157,openFDA
OSI OPTOELECTRONICS (MEDICAL DIVISION),US,CA,12525 Chadron Ave Hawthorne CA US 90250,3006713849,DQA; CCW; DPZ; CCK,Oximeter; Laryngoscope; Rigid; Ear; Analyzer; Gas; Carbon-Dioxide; Gaseous-Phase,2; 1,Cardiovascular; Anesthesiology,,openFDA
"SAGE PRODUCT DEVELOPMENT, INC.",US,MA,"200 Foxborough Boulevard, suite 150 Foxborough MA US 02035",3014328942,GEI; OCW; PKL; FGE; NNK; EOX; OWB; HTW; GFD,Electrosurgical; Cutting & Coagulation & Accessories; Endoscopic Tissue Approximation Device; Hemostatic Metal Clip For The Gi Tract; Stents; Drains And Dilators For The Biliary Ducts; Container; Specimen Mailer And Storage; Non-Sterile; Esophagoscope (Flexible Or Rigid); Interventional Fluoroscopic X-Ray System; Bit; Drill; Dermatome,2; 1,"General, Plastic Surgery; Gastroenterology, Urology; Pathology; Ear, Nose, Throat; Radiology; Orthopedic",,openFDA
Apyx Medical Corporation,US,FL,5115 Ulmerton Rd Clearwater FL US 33760,3007593903,GEI; HOY; HQP,Electrosurgical; Cutting & Coagulation & Accessories; Shield; Eye; Ophthalmic (Including Sunlamp Protective Eyewear And Post-Mydriatic Eyewear); Unit; Cautery; Thermal; Battery-Powered,2; 1,"General, Plastic Surgery; Ophthalmic",,openFDA
MEDELA LLC,US,IL,1101 CORPORATE DR. MCHENRY IL US 60050,1419937,OMP; HGX,Negative Pressure Wound Therapy Powered Suction Pump; Pump; Breast; Powered,2,"General, Plastic Surgery; Obstetrics/Gynecology",,openFDA
"TIDI PRODUCTS, LLC",US,WI,570 Enterprise Dr NEENAH WI US 54956,2182318,QAI; IYO; JEQ; GEI; CCW; PEM; EIA; EGZ; EYJ; KQM; KMK,Powered Microneedle Device; System; Imaging; Pulsed Echo; Ultrasonic; Toothbrush; Powered; Electrosurgical; Cutting & Coagulation & Accessories; Laryngoscope; Rigid; Dental Barriers And Sleeves; Unit; Operative Dental; Holder; Film; X-Ray; Ureteral Catheter; Camera; Surgical And Accessories; Device; Intravascular Catheter Securement,2; 1,"General, Plastic Surgery; Radiology; Dental; Anesthesiology; Gastroenterology, Urology; General Hospital",K132953,openFDA
MEMRY CORPORATION,US,CT,3 Berkshire Blvd Bethel CT US 06801,3004579081,MBI; JDR; EZB; HTN; LXH; HWC,Fastener; Fixation; Nondegradable; Soft Tissue; Staple; Bone; Stylet For Catheter; Gastro-Urology; Washer; Bolt Nut; Orthopedic Manual Surgical Instrument; Screw,2; 1,"Orthopedic; Gastroenterology, Urology",,openFDA
Precision Edge Surgical Products Co LLC,US,MI,1448 Lexamar Drive Boyne City MI US 49712,3013820441,HWC; HRS; HTW; HSB; LXH; HTO; HXX; JDR; HWW; HWX,Screw; Fixation; Bone; Plate; Bit; Drill; Rod; Intramedullary And Accessories; Orthopedic Manual Surgical Instrument; Reamer; Screwdriver; Staple; Countersink; Tap,2; 1,Orthopedic,,openFDA
VON ZABERN SURGICAL,US,CA,4121  TIGRIS WAY RIVERSIDE CA US 92503,2030599,LXH; HTJ; HXW; HWK; HXG; GAD,Orthopedic Manual Surgical Instrument; Gauge; Depth; Bender; Trephine; Tamp; Retractor,1,"Orthopedic; General, Plastic Surgery",,openFDA
"R & D BATTERIES, INC.",US,MN,3300 CORPORATE CENTER DR. Burnsville MN US 55306,2132111,FCO,Box; Battery; Rechargeable,1,"Gastroenterology, Urology",,openFDA
CREATION TECHNOLOGIES,US,NY,328 Silver Hill Newark NY US 14513,1000474105,GZJ,Stimulator; Nerve; Transcutaneous; For Pain Relief,2,Neurology,,openFDA
BENZ RESEARCH AND DEVELOPMENT LLC,US,FL,6447 Parkland Dr SARASOTA FL US 34243,1052446,LPL,Lenses; Soft Contact; Daily Wear,2,Ophthalmic,K101122,openFDA
"SWG Labs, Inc. dba Trigg Laboratories",US,NV,4220 W. Windmill Ln Ste 140 Las Vegas NV US 89139,3003963141,KMJ; HIS,Lubricant; Patient; Condom,1; 2,General Hospital; Obstetrics/Gynecology,K013086,openFDA
"BOEDEKER PLASTICS, INC.",US,TX,904 W 6th St SHINER TX US 77984,3000199132,HWT; LXH; FSM; LRP,Template; Orthopedic Manual Surgical Instrument; Tray; Surgical; Instrument,1,"Orthopedic; General, Plastic Surgery",,openFDA
J STERLING INDUSTRIES LLC,US,MI,6825 Beatrice Dr Ste A Kalamazoo MI US 49009,3008879776,OSI; FDF; KMI; GZJ; LGF; NBY; FOX; LWH; DWJ; FLL,Bariatric Bed; Colonoscope And Accessories; Flexible/Rigid; Monitor; Bed Patient; Stimulator; Nerve; Transcutaneous; For Pain Relief; Component; Cast; Suture; Surgical; Nonabsorbable; Expanded; Polytetraflouroethylene; Stand; Infusion; Counter; Sponge; System; Thermal Regulating; Continuous Measurement Thermometer,2; 1,"General Hospital; Gastroenterology, Urology; Neurology; Orthopedic; General, Plastic Surgery; Cardiovascular",,openFDA
TIBURON MEDICAL ENTERPRISES,US,CA,915 INDUSTRIAL WAY SAN JACINTO CA US 92582,2031918,MRI; ITQ; FQL; IQI; ITW,Orthosis; Truncal/Orthosis; Limb; Joint; Knee; External Brace; Stocking; Medical Support (For General Medical Purposes); Limb Brace; Ankle,1,Physical Medicine; General Hospital,,openFDA
GRANT TECHNOLOGIES LLC,US,IL,540 Capital Dr Ste 140 Lake Zurich IL US 60047,3031978586,FTL; OXJ,Mesh; Surgical; Polymeric; Non-Absorbable; Large Abdominal Wall Defects,2,"General, Plastic Surgery",,openFDA
"CORDICA MEDICAL, INC. (Formally TEAM Technologies, Inc.)",US,FL,1161 Sawgrass Corporate Parkway Sunrise FL US 33323,3015807001,FBN; NTN; FET; FDS; GEX; HNN,Choledochoscope And Accessories; Flexible/Rigid; Led Light Source; Endoscopic Video Imaging System/Component; Gastroenterology-Urology; Gastroscope And Accessories; Powered Laser Surgical Instrument; Knife; Ophthalmic,2; 1,"Gastroenterology, Urology; General, Plastic Surgery; Ophthalmic",,openFDA
"TECHNO PLASTICS INDUSTRIES, INC.",US,PR,Road 402 Km. 0.6 Anasco PR US 00610,3012677665,NAB,Gauze / Sponge; Nonresorbable For External Use,1,"General, Plastic Surgery",,openFDA
"ALDEN TOOL COMPANY, INC.",US,CT,199 New Park Dr Berlin CT US 06037,3003525643,OVD; OLO; ODP; MAX; LXH; KTT; LXT; MNI; NKB; KWP; MNH; KWQ; HAW; OUR; OSH; OVE; PHM; HTW; FZT; HTO; HSB; HWC; JDS; PGM; HRS; HTN; HTR; HXI,Intervertebral Fusion Device With Integrated Fixation; Lumbar; Orthopedic Stereotaxic Instrument; Intervertebral Fusion Device With Bone Graft; Cervical; Orthopedic Manual Surgical Instrument; Appliance; Fixation; Nail/Blade/Plate Combination; Multiple Component; Metal Composite; Orthosis; Spinal Pedicle Fixation; Thoracolumbosacral Pedicle Screw System; Spinal Interlaminal; Spondylolisthesis Spinal Fixation; Spinal Intervertebral Body; Neurological Stereotaxic Instrument; Sacroiliac Joint Fixation; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Thoracic; Bit; Drill; Cutter; Surgical; Reamer; Rod; Intramedullary And Accessories; Screw; Bone; Nail; Growing Rod System; Plate; Washer; Bolt Nut; Rasp; Passer; Wire; Orthopedic,2; 1,"Orthopedic; Neurology; General, Plastic Surgery",,openFDA
"NeedleTech Products, Inc.",US,MA,452 John L Dietsch Blvd N Attleboro MA US 02763,3006283319,DQX; GAA; DYB; DRE; OAR,Wire; Guide; Catheter; Needle; Aspiration And Injection; Disposable; Introducer; Dilator; Vessel; For Percutaneous Catheterization; Injector; Vertebroplasty (Does Not Contain Cement),2; 1,"Cardiovascular; General, Plastic Surgery; Orthopedic",,openFDA
"VWR CHEMICALS, LLC",US,OH,28600 Fountain Pkwy Solon OH US 44139,1550222,JJH; NQX; HZT; LSL; JJB; FTM; OOI; OYX; PPM; PHP,Clinical Sample Concentrator; System; Nucleic Acid Amplification Test; Dna; Methicillin Resistant Staphylococcus Aureus; Direct Specimen; Reagent; Schiff; Dna-Reagents; Neisseria; Azo-Dyes; Colorimetric; Bilirubin & Its Conjugates (Urinary; Non-Quant.); Mesh; Surgical; Real Time Nucleic Acid Amplification System; Bcr/Abl1 Monitoring Test; General Purpose Reagent; Colorectal Neoplasia; Dna Methylation And Hemoglobin Detection,1; 2; 3,"Clinical Chemistry; Microbiology; Hematology; General, Plastic Surgery; Medical Genetics; Pathology; Unknown",,openFDA
"Tanis, Inc.",US,WI,3660 Kettle Ct E Delafield WI US 53018,3010134099,MJI; EPE; LXH; MNL,Specimen/Tissue; Identification Orientation; Brush; Cleaning; Tracheal Tube; Orthopedic Manual Surgical Instrument; Accessories; Cleaning Brushes; For Endoscope,1,"Pathology; Anesthesiology; Orthopedic; Gastroenterology, Urology",,openFDA
"STOLL METALCRAFT, INC.",US,CA,24808 ANZA DR. Santa Clarita CA US 91355,2087234,MAX; OLO; KWQ; MNI; MNH; KWP; OSH; NKB; KCT,Intervertebral Fusion Device With Bone Graft; Lumbar; Orthopedic Stereotaxic Instrument; Appliance; Fixation; Spinal Intervertebral Body; Orthosis; Spinal Pedicle Fixation; Spondylolisthesis Spinal Fixation; Spinal Interlaminal; Pedicle Screw Spinal System; Adolescent Idiopathic Scoliosis; Thoracolumbosacral Pedicle Screw System; Sterilization Wrap Containers; Trays; Cassettes & Other Accessories,2,Orthopedic; Neurology; General Hospital,,openFDA
OAKTREE ADDITIVE,US,FL,14500 McCormick Tampa FL US 33626,3023189283,ODP; OVE; HWC; OUR,Intervertebral Fusion Device With Bone Graft; Cervical; Intervertebral Fusion Device With Integrated Fixation; Screw; Fixation; Bone; Sacroiliac Joint Fixation,2,Orthopedic,,openFDA
"ZIMA INTERNATIONAL, INC.",US,UT,1320 N 300 W Lehi UT US 84043,3032802037,NHA,Abutment; Implant; Dental; Endosseous,2,Dental,,openFDA
AUTOCAM MEDICAL,US,MI,4152 (4162) East Paris Ave SE Kentwood MI US 49512,3010047402,LXH; HWB; MQP; OVD; HTO; KRR; HSX; NPJ; HRY; MDM; HTJ; MBH; MLZ; HQR; HQC; KYB; PHX; HRS; OVE; HTW; OUR; HWC; HSN; HWW; HWE; NBH; KWS; KWT; HWT; OLO; JDR; MBI; HXC; HWR; HXX,Orthopedic Manual Surgical Instrument; Extractor; Spinal Vertebral Body Replacement Device; Intervertebral Fusion Device With Integrated Fixation; Lumbar; Reamer; Prosthesis; Knee; Patello/Femoral; Semi-Constrained; Cemented; Metal/Polymer; Femorotibial; Non-Constrained; Knee Patellofemorotibial; Partial; Polymer/Metal/Polymer; Instrument; Manual; Surgical; General Use; Gauge; Depth; Patello/Femorotibial; Uncemented; Porous; Coated; Vitrectomy; Instrument Cutter; Apparatus; Cautery; Radiofrequency; Ac-Powered; Unit; Phacofragmentation; Lens; Guide; Intraocular; Shoulder Prosthesis; Reverse Configuration; Plate; Fixation; Bone; Cervical; Bit; Drill; Sacroiliac Joint Fixation; Screw; Ankle; Countersink; Orthopedic; Ac-Powered Motor And Accessory/Attachment; Accessories; Arthroscopic; Shoulder; Metal/Polymer Cemented; Template; Orthopedic Stereotaxic Instrument; Staple; Fastener; Nondegradable; Soft Tissue; Wrench; Driver; Screwdriver,1; 2,"Orthopedic; General, Plastic Surgery; Ophthalmic; Neurology",,openFDA
"FOAMCRAFT, INC.",US,IN,7213 W 200 N Greenfield IN US 46140,3008879671,CCX; FMP,Support; Patient Position; Protector; Skin Pressure,1,Anesthesiology; General Hospital,,openFDA
"LEAD-LOK, INC. d.b.a Nissha Medical Technologies",US,ID,814 AIRPORT WAY Sandpoint ID US 83864,3023164,DQK; DRX; ETN; PDQ; OMC; OMA; GXY; DSI,Computer; Diagnostic; Programmable; Electrode; Electrocardiograph; Stimulator; Nerve; Neurosurgical Nerve Locator; Reduced- Montage Standard Electroencephalograph; Amplitude-Integrated Electroencephalograph; Cutaneous; Detector And Alarm; Arrhythmia,2,"Cardiovascular; Ear, Nose, Throat; Neurology",,openFDA
"BOSTON MEDICAL PRODUCTS, INC.",US,MA,70 Chestnut St Shrewsbury MA US 01545,1219795,MDA; LYA; EMX,Elastomer; Silicone; For Scar Management; Splint; Intranasal Septal; Balloon; Epistaxis,1,"General, Plastic Surgery; Ear, Nose, Throat",K972092; K972151; K972076; K972082,openFDA
THE ARGEN CORPORATION,US,CA,5855 Oberlin Dr SAN DIEGO CA US 92121,2433919,NHA,Abutment; Implant; Dental; Endosseous,2,Dental,K143051,openFDA
"HEARTLAND MANUFACTURING, INC.",US,NY,35-35 35th Street Long Island City NY US 11106,3023313463,OEA,Non-Surgical Gown,1,"General, Plastic Surgery",,openFDA
"Quality Tech Services, LLC",US,MN,4551 12th Ave. East Shakopee MN US 55379,3014596751,ELZ; HAW; NHA; DZE; KYJ,Crown; Preformed; Neurological Stereotaxic Instrument; Abutment; Implant; Dental; Endosseous; Root-Form; Prosthesis; Finger; Constrained; Polymer,1; 2,Dental; Neurology; Orthopedic,,openFDA
Medegen Medical Products,US,TN,209 MEDEGEN DR. GALLAWAY TN US 38036,1043646,FNY; KYX; NNI; MDM; KYW; FMI; KIZ,Basin; Emesis; Dispenser; Liquid Medication; Container; Specimen; Non-Sterile; Instrument; Manual; Surgical; General Use; Graduated; Needle; Hypodermic; Single Lumen; Dish; Tissue Culture,1; 2,"General Hospital; Pathology; General, Plastic Surgery; Hematology",K942054,openFDA
NEEDLE SPECIALTY PRODUCTS,US,MS,600 Highway 446 Boyle MS US 38730,1000112137,GDF; FCG; KNW; GBX; DTL; DRC; FPA; GAB; IWJ,Guide; Needle; Surgical; Biopsy Needle; Instrument; Biopsy; Catheter; Irrigation; Adaptor; Stopcock; Manifold; Fitting; Cardiopulmonary Bypass; Trocar; Set; Administration; Intravascular; Suturing; Disposable; System; Applicator; Radionuclide; Manual,1; 2,"General, Plastic Surgery; Gastroenterology, Urology; Cardiovascular; General Hospital; Radiology",,openFDA
"Optum Distribution Center, LLC",US,GA,877 Franklin Rd Marietta GA US 30067,3009456923,DRG,Transmitters And Receivers; Physiological Signal; Radiofrequency,2,Cardiovascular,,openFDA
"DUPACO, INC.",US,CA,4144 AVENIDA DE LA PLATA OCEANSIDE CA US 92056,2021969,JAQ; CCX,System; Applicator; Radionuclide; Remote-Controlled; Support; Patient Position,2; 1,Radiology; Anesthesiology,,openFDA
"BIOMERIEUX, INC.",US,MO,595 ANGLUM RD. HAZELWOOD MO US 63042,1950204,QBN,Mass Spectrometry; Maldi Tof; Microorganism Identification; Cultured Isolates,2,Microbiology,,openFDA
"MEDLINE INDUSTRIES, LP - SPT",US,IL,1170 S Northpoint Blvd Waukegan IL US 60085,1423395,HRX; PSP,Arthroscope; Intracranial Pressure & Temperature Monitoring Kit,2,Orthopedic; Neurology,,openFDA
"HOBBS MEDICAL, INC.",US,CT,8 Spring St Stafford Springs CT US 06076,1220592,FDX; BTG; EOQ; FEB; KNS; FBK,Endoscopic Cytology Brush; Brush; Biopsy; Bronchoscope (Non-Rigid); Bronchoscope (Flexible Or Rigid); Accessories; Cleaning; For Endoscope; Unit; Electrosurgical; Endoscopic (With Or Without Accessories); Endoscopic Injection Needle; Gastroenterology-Urology,2,"Gastroenterology, Urology; Ear, Nose, Throat",K834402; K933354; K093079; K834403,openFDA
"CENTRAL BIOMEDIA, INC.",US,KS,"9900 PFLUMM ROAD, UNIT 61 LENEXA KS US 66215",1932313,KIS,Sera; Animal And Human,1,Hematology,,openFDA
DVL-OP MEDICO INC,US,CA,29021 Avenue Penn Valencia CA US 91355,3010667677,GDI; GAX,Dissector; Surgical; General & Plastic Surgery; Tourniquet; Nonpneumatic,1,"General, Plastic Surgery",,openFDA
"Hubot, Inc.",US,IN,3333 N. Kenmore St South Bend IN US 46628,3015177815,MLY; GEH,Vapocoolant Device; Unit; Cryosurgical; Accessories,U; 2,"Unknown; General, Plastic Surgery",,openFDA
PIVOT - EDM,US,NE,12202 Cary Circle La Vista NE US 68128,3014903258,ERA; KHX; HWE; QPB,Otoscope; Platform; Force-Measuring; Instrument; Surgical; Orthopedic; Ac-Powered Motor And Accessory/Attachment; System; Suction; Lipoplasty For Removal,1; 2,"Ear, Nose, Throat; Physical Medicine; General, Plastic Surgery",,openFDA
"Millstone Medical Testing - CT, LLC",US,CT,25 Village Hill Rd Willington CT US 06279,1222747,MQV; FMF; FRO; MBP; QAD; ORG,Filler; Bone Void; Calcium Compound; Syringe; Piston; Dressing; Wound; Drug; Osteoinduction (W/O Human Growth Factor); Rod; Fixation; Intramedullary And Accessories; In-Vivo Cured; Light-Activated; Platelet And Plasma Separator For Bone Graft Handling,2; U,Orthopedic; General Hospital; Unknown; Hematology,,openFDA
"SIO2 MEDICAL PRODUCTS, LLC",US,AL,2425 Innovation Dr Auburn AL US 36832,3013046485,QBD,Microbial Nucleic Acid Storage And Stabilization Device,2,Microbiology,,openFDA
ACAIA CORP.,US,CA,"560 W Main Street, C808 Alhambra CA US 91801",3020614056,MRL,Scale; Sponge; Surgical; Electrically-Powered,1,General Hospital,,openFDA
"ROCKY MOUNTAIN REAGENTS, INC.",US,CO,4621 Technology Dr Golden CO US 80403,1711690,JCC; MVU,Ph Buffer; Reagents; Specific; Analyte,1,Pathology,,openFDA
STRECK LLC,US,NE,11710 Peel Circle La Vista NE US 68128,3017953151,QMA,Blood Collection Device For Cell-Free Nucleic Acid,2,Clinical Chemistry,,openFDA
Army Dental Laboratory,US,GA,Bldg 322 East Hospital Road Fort Eisenhower GA US 30905,3005597557,NHA,Abutment; Implant; Dental; Endosseous,2,Dental,,openFDA
"ANDOVER HEALTHCARE, INC.",US,MA,9 Fanaras Dr SALISBURY MA US 01952,1220799,ITG,Bandage; Cast,1,Physical Medicine,,openFDA
COGMEDIX,US,MA,127 Hartwell St. West Boylston MA US 01583,3007712511,NUV; GEX; PKT; QAI; IRT; HCC; GEI; PBX; ONG; JQC; IQI; QNK,Massager; Vacuum; Light Induced Heating; Powered Laser Surgical Instrument; Laser For Disruption Of Adipocyte Cells For Aesthetic Use; Powered Microneedle Device; Pad; Heating; Powered; Device; Biofeedback; Electrosurgical; Cutting & Coagulation & Accessories; Radio Frequency Induced Heat; Powered Laser Surgical Instrument With MicrobeamFractional Output; Centrifuges (Micro; Ultra; Refrigerated) For Clinical Use; Orthosis; Limb Brace; Optoacoustic Imaging System,2; 1; 3,"General, Plastic Surgery; Physical Medicine; Neurology; Clinical Chemistry; Unknown",,openFDA
Ducommun LaBarge Technologies,US,WI,2222 E Pensar Dr APPLETON WI US 54911,2184161,OLV; GWQ; GYC; ETN; JXE; GWF; GWJ; OLT; GWE; GZP; IKN; MNR,Standard Polysomnograph With Electroencephalograph; Full-Montage Standard Electroencephalograph; Electrode; Cortical; Stimulator; Nerve; Device; Nerve Conduction Velocity Measurement; Electrical; Evoked Response; Auditory; Non-Normalizing Quantitative Electroencephalograph Software; Photic; Mechanical; Electromyograph; Diagnostic; Ventilatory Effort Recorder,2,"Neurology; Ear, Nose, Throat; Physical Medicine; Anesthesiology",,openFDA
WESTERN INDUSTRIES CORPORATION,US,OK,5500 S. Hattie Ave. Oklahoma City OK US 73129,3002925671,FWX,Table; Operating-Room; Mechanical,1,"General, Plastic Surgery",,openFDA
RHEIN PRECISION Inc.,US,MO,2269 GRISSOM DR. Saint Louis MO US 63146,1932214,GEN; JZF; KAL; JYO; LRC; LRW,Forceps; General & Plastic Surgery; Tube; Ear Suction; Retractor; Ent; Knife; Ear; Instrument; Ent Manual Surgical; Scissors; General; Surgical,1,"General, Plastic Surgery; Ear, Nose, Throat",,openFDA
"SCIENTIFIC PHARMACEUTICALS, INC.",US,CA,3221 PRODUCER WAY POMONA CA US 91768,2022039,EBF; EJR; FMC; DYH; EMA; LBH; EBG; EBC; EBD; EJK; EID; KLE,Material; Tooth Shade; Resin; Agent; Polishing; Abrasive; Oral Cavity; Patient Examination Glove; Adhesive; Bracket And Tooth Conditioner; Cement; Dental; Varnish; Cavity; Crown And Bridge; Temporary; Sealant; Pit And Fissure; And Conditioner; Coating; Filling Material; Liner; Calcium Hydroxide; Syringe; Restorative And Impression Material; Tooth Bonding,2; 1,Dental; General Hospital,K912788; K842403; K915376; K823510; K890834; K823935; K982915; K903551; K800438; K872569; K831495; K884391; K802926; K790962; K884081; K934184; K792140; K832112; K041886; K790788; K833810; K791132; K895386; K823732; K904024; K813091; K790789; K051952; K001446; K850675; K832781; K791078; K860633; K852157; K873686; K810479; K983305,openFDA
"RAUMEDIC, Incorporated.",US,NC,235 Broadpointe Dr Mills River NC US 28759,3012232668,KYX; QQK,Dispenser; Liquid Medication; Normothermic Machine Perfusion System For The Preservation Of Donor Livers Prior To Transplantation,1; 3,General Hospital; Unknown,,openFDA
KINETIX MACHINING,US,CA,2540 Fortune Way Vista CA US 92081,3039167376,FSM,Tray; Surgical; Instrument,1,"General, Plastic Surgery",,openFDA
Orthobond Corp.,US,NJ,1 Deerpark Dr Ste A Monmouth Junction NJ US 08852,3032003630,QZZ,Limb And Joint Salvage Device With Coating For Bacteria Reduction,2,Orthopedic,,openFDA
PR PERSONAL CARE LABORATORIES,US,CA,27820 Fremont Court Santa Clarita CA US 91355,3012112573,NUC,Lubricant; Personal,2,Obstetrics/Gynecology,,openFDA
"Biomedical Polymers, Inc.",US,MA,16 Chocksett Road Sterling MA US 01564,1220502,NNI; QYZ,Container; Specimen; Non-Sterile; At Home Intravaginal Insemination System,1; 2,Pathology; Obstetrics/Gynecology,,openFDA
"ATHEA LABORATORIES, INC",US,WI,1900 West Cornell Street Milwaukee WI US 53209,3010165256,LRJ,Disinfectant; Medical Devices,1,General Hospital,,openFDA
Magnatone Hearing Aid Corp. dba Persona Medical,US,FL,170 N. Cypress Way Casselberry FL US 32707,1044692,KTH; ESD; LRB,Device; Anti-Stammering; Hearing Aid; Air-Conduction; Prescription; Face Plate Hearing Aid,1,"Ear, Nose, Throat",,openFDA
TECHTRONIC INDUSTRIES MEDICAL,US,SC,100 Innovation Way Anderson SC US 29621,3006438441,MOQ; GEY; HWE; LGH,Battery; Replacement; Rechargeable; Motor; Surgical Instrument; Ac-Powered; Instrument; Surgical; Orthopedic; Ac-Powered Motor And Accessory/Attachment; Cast Removal,1,"General, Plastic Surgery; Orthopedic",,openFDA
MAXIM BIOMEDICAL INC.,US,MD,1500 E GUDE DR Rockville MD US 20850,1122236,NQM; JJX,Immunoassay For Detection Of Amniotic Fluid Protein(S).; Single (Specified) Analyte Controls (Assayed And Unassayed),1,Clinical Chemistry,,openFDA
Lone Star Medical Products,US,TX,11211 Cash Rd Stafford TX US 77477,1627186,HEW; GAD; DRC; LKF; KOA,Culdoscope (And Accessories); Retractor; Trocar; Cannula; Manipulator/Injector; Uterine; Surgical Instruments; G-U; Manual (And Accessories),2; 1,"Obstetrics/Gynecology; General, Plastic Surgery; Cardiovascular; Gastroenterology, Urology",,openFDA
STERIS,US,DE,701 Cornell Dr Bldg F Unit 1 2 & 3 Wilmington DE US 19801,3014680834,HNN,Knife; Ophthalmic,1,Ophthalmic,,openFDA
QIAGEN,US,MD,19300 Germantown Rd Germantown MD US 20874,1122376,PPM,General Purpose Reagent,1,Pathology,,openFDA
"ARCH MEDICAL& AEROSPACE- MINNEAPOLIS, LLC",US,MN,8740 49th ave n New Hope MN US 55428,2133778,NHA; DZE; NDP,Abutment; Implant; Dental; Endosseous; Root-Form; Accessories,2; 1,Dental,,openFDA
"SPAN-AMERICA MEDICAL SYSTEMS, INC.",US,SC,70 Commerce Ctr GREENVILLE SC US 29615,1041130,IOY; CCX; FSA; HST; INE; IOZ; LWG; FMP,Support; Arm; Patient Position; Lift; Patient; Non-Ac-Powered; Apparatus; Traction; Non-Powered; Sling; Overhead Suspension; Wheelchair; Splint; Abduction; Congenital Hip Dislocation; Surgical Table Cushion; Protector; Skin Pressure,1,"Physical Medicine; Anesthesiology; General Hospital; Orthopedic; General, Plastic Surgery",,openFDA
"CADENCE DEVICE, INC.",US,PA,250 W KENSINGER DR STE 400 Cranberry Township PA US 16066,3010659131,GDX; HWQ; HWJ; HTW; HBE; ERL; MXC; LXH; KDD; HST; HTN; LHI; NBH,Scalpel; One-Piece; Passer; Awl; Bit; Drill; Drills; Burrs; Trephines & Accessories (Simple; Powered); Surgical; Ent (Electric Or Pneumatic) Including Handpiece; Recorder; Event; Implantable Cardiac; (Without Arrhythmia Detection); Orthopedic Manual Surgical Instrument; Kit; Surgical Instrument; Disposable; Apparatus; Traction; Non-Powered; Washer; Bolt Nut; Set; I.V. Fluid Transfer; Accessories; Arthroscopic,1; 2,"General, Plastic Surgery; Orthopedic; Neurology; Ear, Nose, Throat; Cardiovascular; General Hospital",,openFDA
"MEDTRONIC PUERTO RICO OPERATIONS CO., JUNCOS",US,PR,"ROAD 31, KM. 24, HM 4 Juncos PR US 00777",3004209178,LNQ,Intestinal Stimulator,f,Unknown,,openFDA
Spacelabs Healthcare Inc.,US,WA,35301 SE Center St Snoqualmie WA US 98065,3010157426,DXN; DXH; MNR; DQK; CBK; BSZ; MWJ; DPS,System; Measurement; Blood-Pressure; Non-Invasive; Transmitters And Receivers; Electrocardiograph; Telephone; Ventilatory Effort Recorder; Computer; Diagnostic; Programmable; Ventilator; Continuous; Facility Use; Gas-Machine; Anesthesia; Ambulatory (Without Analysis),2,Cardiovascular; Anesthesiology,,openFDA
"UFP Technologies, Inc.",US,CA,20211 SOUTH SUSANA RD. Compton CA US 90221,2020678,LWG; IZH; IYX,Surgical Table Cushion; System; X-Ray; Mammographic; Camera; Scintillation (Gamma),1; 2,"General, Plastic Surgery; Radiology",,openFDA
MAINSTREAM MEDICAL DEVICES,US,TX,3913 Todd Lane Austin TX US 78744,3016112537,PEK; OCJ; FZO; MAX; ODP; OFC; OUR; PXB; OVD; PHM; HRS; HWC; GEA; DZN; MDM; HTW; GCJ; HXX; OVE; KWQ; LXH; KIJ; HXL; HTJ; GAD; HTY; HWJ,Spinous Process Plate; Spinal Channeling Instrument; Vertebroplasty; Chisel; Surgical; Manual; Intervertebral Fusion Device With Bone Graft; Lumbar; Cervical; Catheter Introducer Kit; Sacroiliac Joint Fixation; Percutaneous Introducer Kit; Intervertebral Fusion Device With Integrated Fixation; Thoracic; Plate; Fixation; Bone; Screw; Cannula; General & Plastic Surgery; Instruments; Dental Hand; Instrument; General Use; Bit; Drill; Laparoscope; Screwdriver; Appliance; Spinal Intervertebral Body; Orthopedic Manual Surgical Instrument; Orthopedic; Dc-Powered Motor And Accessory/Attachment; Mallet; Gauge; Depth; Retractor; Pin; Smooth; Awl,2; 1,"Orthopedic; General, Plastic Surgery; Cardiovascular; General Hospital; Dental; Gastroenterology, Urology",,openFDA
